CONUM,County Name [District] 2017-18,Agency Name,State Name [District] Latest available year,Limited English Proficient (LEP) / English Language Learners (ELL) [District] 2017-18,Individualized Education Program Students [District] 2017-18,Direct Certification [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [District] 2017-18,Grades 9-12 Students [District] 2017-18,Female Students [District] 2017-18,Male Students [District] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [District] 2017-18,Asian or Asian/Pacific Islander Students [District] 2017-18,Hispanic Students [District] 2017-18,Black Students [District] 2017-18,White Students [District] 2017-18,Hawaiian Nat./Pacific Isl. Students [District] 2017-18,Two or More Races Students [District] 2017-18,Total Race/Ethnicity [District] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black Students [Public School] 2017-18,White Students [Public School] 2017-18,Hawaiian Nat./Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,State Name [District] 2017-18,Agency Name [District] 2017-18,Agency ID - NCES Assigned [District] Latest available year,Lowest Grade Offered [District] 2017-18,Highest Grade Offered [District] 2017-18,Agency Type [District] 2017-18,School District Level Code (SCHLEV) [District Finance] 2017-18,Full-Time Equivalent (FTE) Teachers [District] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18,Pupil/Teacher Ratio [District] 2017-18,Pupil/Teacher Ratio [Public School] 2017-18,Total Staff [District] 2017-18,Instructional Aides [District] 2017-18,Instructional Coordinators [District] 2017-18,Elementary Guidance Counselors [District] 2017-18,Secondary Guidance Counselors [District] 2017-18,Other Guidance Counselors [District] 2017-18,Total Guidance Counselors [District] 2017-18,Librarians/Media Specialists [District] 2017-18,Library Media Support Staff [District] 2017-18,LEA Administrators [District] 2017-18,LEA Administrative Support Staff [District] 2017-18,School Administrators [District] 2017-18,School Administrative Support Staff [District] 2017-18,Student Support Services Staff [District] 2017-18,Other Support Services Staff [District] 2017-18,"Total Students, All Grades (Excludes AE) [District] 2017-18","Total Students, All Grades (Excludes AE) [Public School] 2017-18"
13245,Richmond County,STATE CHARTER SCHOOLS- GEORGIA SCHOOL FOR INNOVATION AND THE,GEORGIA,3,69,3,miss,miss,3,659,NA,367,355,355,367,3,0,36,139,509,5,30,722,0,3,36,139,509,5,30,722,GEORGIA,State Charter Schools- Georgia School for Innovation and the,1300238,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,47.4,47.4,15.23,15.23,70.5,14,1,0,0,0,0,0,0,1.6,0,2.5,3,0,1,722,722
13121,Fulton County,STATE CHARTER SCHOOLS- INTERNATIONAL CHARTER SCHOOL OF ATLAN,GEORGIA,47,29,3,7,0,7,515,NA,364,273,273,364,4,44,111,178,250,0,50,637,44,4,111,178,250,0,50,637,GEORGIA,State Charter Schools- International Charter School of Atlan,1300234,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,44,44,14.48,14.48,82.5,15,1,1.8,0.2,0,2,0,0,2.3,1,2.7,4,2,8.5,637,637
13089,DeKalb County,STATE CHARTER SCHOOLS- IVY PREP ACADEMY AT KIRKWOOD FOR GIR,Georgia,miss,24,120,325,50,375,466,NA,512,0,0,512,0,2,12,497,0,0,1,512,2,0,12,497,0,0,1,512,GEORGIA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,34.5,34.5,14.84,14.84,77.1,4,3.5,0.5,0.5,0,1,0,0,3.5,1.5,3,3.1,5,18,512,512
13311,White County,STATE CHARTER SCHOOLS- MOUNTAIN EDUCATION CENTER SCHOOL,Georgia,61,316,79,1141,185,1326,NA,2237,1064,1173,1173,1064,2,8,333,83,1775,1,35,2237,8,2,333,83,1775,1,35,2237,GEORGIA,State Charter Schools- Mountain Education Center School,1300214,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,92.6,92.6,24.16,24.16,197.1,18.8,0.2,0,8.3,0,8.3,0,0,11.7,7.6,0.5,25,11.7,20.7,2237,2237
13077,Coweta County,STATE CHARTER SCHOOLS- ODYSSEY SCHOOL,Georgia,13,48,39,107,43,150,320,NA,164,194,194,164,0,4,35,113,182,0,24,358,4,0,35,113,182,0,24,358,GEORGIA,State Charter Schools- Odyssey School,1300023,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,31.3,31.2,11.44,11.47,60.5,13.9,1,0.5,0.5,0,1,0.5,0,3.2,1.3,1,2,1.5,3.8,358,358
13121,Fulton County,STATE CHARTER SCHOOLS- PROVOST ACADEMY GEORGIA,Georgia,10,195,3,696,0,696,NA,1594,807,787,787,807,1,7,191,971,374,2,48,1594,7,1,191,971,374,2,48,1594,GEORGIA,State Charter Schools- Provost Academy Georgia,1300231,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,73,73,21.84,21.84,132,15,2,0,4,0,4,1,0,9,2,6,4,3,13,1594,1594
13185,Lowndes County,STATE CHARTER SCHOOLS- SCINTILLA CHARTER ACADEMY,GEORGIA,3,45,110,205,47,252,414,NA,250,249,249,250,2,2,29,201,241,0,24,499,2,2,29,201,241,0,24,499,GEORGIA,State Charter Schools- Scintilla Charter Academy,1300236,Kindergarten,5th Grade,7-Independent Charter District,01-Elementary school system only,32,32,15.59,15.59,61,9,1,1,0,0,1,1,0,2.5,1,1.5,2,2,8,499,499
13063,Clayton County,STATE CHARTER SCHOOLS- UTOPIAN ACADEMY FOR THE ARTS CHARTER,GEORGIA,miss,28,85,250,0,250,251,NA,125,126,126,125,0,1,12,236,1,0,1,251,1,0,12,236,1,0,1,251,GEORGIA,State Charter Schools- Utopian Academy for the Arts Charter,1300233,6th Grade,8th Grade,7-Independent Charter District,01-Elementary school system only,15,15,16.73,16.73,29.5,3,0,0,0,0,0,0,0,5,0.5,1,2.5,1.5,1,251,251
13089,DeKalb County,STATE SCHOOLS- ATLANTA AREA SCHOOL FOR THE DEAF,Georgia,3,169,36,96,20,116,70,91,78,91,91,78,0,4,53,83,29,0,0,169,4,0,53,83,29,0,0,169,GEORGIA,State Schools- Atlanta Area School for the Deaf,1300225,Prekindergarten,12th Grade,5-State agency providing elementary and/or secondary level instruction,03-Elementary/secondary school system,37,37,4.57,4.57,109,9,3,0,0,0,0,1,0,4,1,2,4,19,29,169,169
13021,Bibb County,STATE SCHOOLS- GEORGIA ACADEMY FOR THE BLIND,Georgia,miss,96,27,41,19,60,45,51,40,56,56,40,0,1,5,49,39,0,2,96,1,0,5,49,39,0,2,96,GEORGIA,State Schools- Georgia Academy for the Blind,1300224,1st Grade,12th Grade,5-State agency providing elementary and/or secondary level instruction,03-Elementary/secondary school system,34.5,34.5,2.78,2.78,130.8,18,0,0,0,0,0,1,0,2.3,1,3,4,10,57,96,96
13115,Floyd County,STATE SCHOOLS- GEORGIA SCHOOL FOR THE DEAF,Georgia,3,78,14,50,0,50,38,37,31,47,47,31,0,4,14,26,32,0,2,78,4,0,14,26,32,0,2,78,GEORGIA,State Schools- Georgia School for the Deaf,1300223,Prekindergarten,12th Grade,5-State agency providing elementary and/or secondary level instruction,03-Elementary/secondary school system,24.6,24.6,3.17,3.17,82.8,9,0.4,0,0,0,0,0,0,5.3,1,2,3,5.5,32,78,78
13257,Stephens County,STEPHENS COUNTY,Georgia,55,582,1378,2860,94,2954,2435,1143,1958,2055,2055,1958,2,44,175,504,2991,4,293,4013,44,2,175,504,2991,4,293,4013,GEORGIA,Stephens County,1304560,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,271.4,271.3,14.79,14.79,565.2,80.8,2.5,3,6,0,9,2,5,10.6,2,13.5,17.5,19.9,131,4013,4013
13259,Stewart County,STEWART COUNTY,Georgia,miss,54,211,479,0,479,304,111,224,255,255,224,2,0,2,455,17,0,3,479,0,2,2,455,17,0,3,479,GEORGIA,Stewart County,1304590,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,40.2,40.2,11.92,11.92,110.5,14.1,0.5,1,1,0,2,0.8,1.7,6.2,2,4.4,5,3,30.6,479,479
13261,Sumter County,SUMTER COUNTY,Georgia,232,577,2445,4532,0,4532,2769,1218,2273,2304,2304,2273,3,27,529,3276,648,0,94,4577,27,3,529,3276,648,0,94,4577,GEORGIA,Sumter County,1304620,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,311.1,311.1,14.71,14.71,653.3,71,13,4.5,4,0,8.5,6.5,5,12.7,6,16,25.5,21.5,156.5,4577,4577
13263,Talbot County,TALBOT COUNTY,Georgia,miss,61,458,480,0,480,285,138,241,239,239,241,0,0,0,435,43,2,0,480,0,0,0,435,43,2,0,480,GEORGIA,Talbot County,1304650,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,43.2,43.3,11.11,11.09,92,8.5,0.8,0,1,0,1,1,0,3,1,1,2,2,28.5,480,480
13265,Taliaferro County,TALIAFERRO COUNTY,Georgia,miss,28,126,130,0,130,109,46,87,86,86,87,0,3,15,131,22,0,2,173,3,0,15,131,22,0,2,173,GEORGIA,Taliaferro County,1304680,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,06-Nonoperating school system,24.9,24.9,6.95,6.95,47.9,5,1.5,0,0,0,0,1,0,2.9,0.5,0.2,2,1.3,8.6,173,173
13267,Tattnall County,TATTNALL COUNTY,Georgia,245,520,1428,3492,0,3492,2338,1024,1875,1997,1997,1875,2,23,750,946,2014,3,134,3872,23,2,750,946,2014,3,134,3872,GEORGIA,Tattnall County,1304770,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,252.5,250.6,15.33,15.45,537.6,79.8,9.9,2.6,4.4,0,7,6,0,8.5,5.9,13.5,20,17,117.5,3872,3872
13269,Taylor County,TAYLOR COUNTY,Georgia,3,164,640,1096,33,1129,799,446,662,753,753,662,1,11,32,583,771,0,17,1415,11,1,32,583,771,0,17,1415,GEORGIA,Taylor County,1304800,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,101.3,101.3,13.97,13.97,209.4,26,2,0,2,0,2,1.6,2,4,2.5,8,7,6,47,1415,1415
13271,Telfair County,TELFAIR COUNTY,Georgia,41,158,652,1695,0,1695,1018,500,885,872,872,885,1,10,114,708,868,0,56,1757,10,1,114,708,868,0,56,1757,GEORGIA,Telfair County,1304830,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,117.1,NA,15,15.81,256.1,37.8,4,1,3,0,4,2,1,6,2.5,7,8,11,55.7,1757,1757
13273,Terrell County,TERRELL COUNTY,Georgia,8,165,1014,239,0,239,818,370,653,705,705,653,0,4,28,1258,64,0,4,1358,4,0,28,1258,64,0,4,1358,GEORGIA,Terrell County,1304860,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,79.8,79.7,17.02,17.04,209.6,32.1,4,1,1.5,0,2.5,2,2,3.2,2,7,10.5,6.2,58.3,1358,1358
13275,Thomas County,THOMAS COUNTY,Georgia,68,946,2631,4525,0,4525,3408,1676,2860,2975,2975,2860,24,43,398,2051,3108,7,204,5835,43,24,398,2051,3108,7,204,5835,GEORGIA,Thomas County,1304890,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,401.5,387.4,14.53,15.06,846.6,131,9.2,3,7,0,10,5,5,11.6,6.5,19,28,36.3,183.5,5835,5835
13293,Upson County,THOMASTON-UPSON COUNTY,Georgia,28,535,3181,3323,0,3323,2396,1311,2067,2083,2083,2067,6,23,132,1475,2335,1,178,4150,23,6,132,1475,2335,1,178,4150,GEORGIA,Thomaston-Upson County,1305280,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,268.1,258.2,15.48,16.07,617.6,72.1,8.1,5,4.4,0,9.4,3,5.2,10.3,9,16,28.7,15.8,171.9,4150,4150
13275,Thomas County,THOMASVILLE CITY,Georgia,7,312,1025,1839,90,1929,1697,762,1398,1478,1478,1398,7,28,57,1631,1113,1,39,2876,28,7,57,1631,1113,1,39,2876,GEORGIA,Thomasville City,1304950,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,205.3,202.7,14.01,14.19,410.9,62.8,12.3,3,4,0,7,5,2,8.8,4.5,10.4,14.5,23.4,54.9,2876,2876
13277,Tift County,TIFT COUNTY,Georgia,518,826,3443,7580,0,7580,4713,2208,3878,3990,3990,3878,5,91,1507,2731,3360,0,174,7868,91,5,1507,2731,3360,0,174,7868,GEORGIA,Tift County,1304980,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,528.7,500.7,14.88,15.71,1059.5,174.5,7.5,8,8.7,0,16.7,11.1,4,15.1,11.5,46.3,57,33.5,153.6,7868,7868
13279,Toombs County,TOOMBS COUNTY,Georgia,262,424,1460,2993,0,2993,1759,810,1393,1600,1600,1393,10,8,791,548,1499,3,134,2993,8,10,791,548,1499,3,134,2993,GEORGIA,Toombs County,1305040,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,212.7,212.6,14.07,14.08,412.4,51,5.9,3,3,0,6,4,0,6.8,2,12.6,13.5,14.4,83.5,2993,2993
13281,Towns County,TOWNS COUNTY,Georgia,9,135,269,407,80,487,596,328,475,523,523,475,3,14,51,11,908,2,9,998,14,3,51,11,908,2,9,998,GEORGIA,Towns County,1305070,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,84.4,83.4,11.82,11.97,206.4,38.3,1.1,1,1,0,2,1,2,4.7,4,5.1,6,9,48.8,998,998
13283,Treutlen County,TREUTLEN COUNTY,Georgia,8,147,738,1063,0,1063,699,279,573,556,556,573,1,3,28,454,603,0,40,1129,3,1,28,454,603,0,40,1129,GEORGIA,Treutlen County,1305100,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,80.9,80.9,13.96,13.96,160.7,22.5,2.3,1,1,0,2,1,2,5.2,2,3.8,3,6.3,29.7,1129,1129
13055,Chattooga County,TRION CITY,Georgia,56,108,135,498,132,630,804,413,637,764,764,637,0,11,266,16,1067,0,41,1401,11,0,266,16,1067,0,41,1401,GEORGIA,Trion City,1305130,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,90.7,90.6,15.45,15.46,180.1,21,0,0.5,1.7,0,2.2,2,2,8.1,2.5,6.9,9.6,7.5,27.6,1401,1401
13285,Troup County,TROUP COUNTY,Georgia,332,1113,4147,7712,644,8356,7477,3388,5940,6331,6331,5940,19,291,743,5267,5411,14,526,12271,291,19,743,5267,5411,14,526,12271,GEORGIA,Troup County,1300001,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,790.4,760.1,15.53,16.14,1677.8,183.3,25,11,16,0,27,17,14.5,20,18,47,72.4,53,410.2,12271,12271
13287,Turner County,TURNER COUNTY,Georgia,18,163,726,1218,0,1218,702,361,616,621,621,616,2,10,76,788,334,1,26,1237,10,2,76,788,334,1,26,1237,GEORGIA,Turner County,1305190,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,84.3,NA,14.67,14.67,195.8,30,0,1,2,0,3,2,0,6.5,4.5,5.5,7,7.5,45.5,1237,1237
13289,Twiggs County,TWIGGS COUNTY,Georgia,3,108,458,737,0,737,455,259,381,423,423,381,0,3,10,500,278,0,13,804,3,0,10,500,278,0,13,804,GEORGIA,Twiggs County,1305220,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,61.5,61.5,13.07,13.07,151.6,14.4,4.9,1,2,0,3,1,0,6.6,4.5,4.9,5,11.1,34.7,804,804
13291,Union County,UNION COUNTY,Georgia,21,409,521,1171,392,1563,1699,856,1377,1506,1506,1377,2,15,133,9,2652,0,72,2883,15,2,133,9,2652,0,72,2883,GEORGIA,Union County,1305250,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,206.8,206.7,13.94,13.95,457.2,80.7,0.3,2,3.3,0,5.3,4,2,8.5,4,11.6,15.6,18.2,100.2,2883,2883
13185,Lowndes County,VALDOSTA CITY,Georgia,209,1034,4989,8383,0,8383,5283,2117,4143,4240,4240,4143,27,116,466,6318,1230,9,217,8383,116,27,466,6318,1230,9,217,8383,GEORGIA,Valdosta City,1305310,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,528.5,528.7,15.86,15.86,1130.6,124.2,28,8,10.4,0,18.4,8,8,19,14,35.3,34,41.9,271.3,8383,8383
13279,Toombs County,VIDALIA CITY,Georgia,51,311,1173,2030,42,2072,1507,703,1267,1267,1267,1267,4,18,176,1266,980,1,89,2534,18,4,176,1266,980,1,89,2534,GEORGIA,Vidalia City,1305340,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,169.8,168.9,14.92,15,357.1,49.5,3,2,3,0,5,3.5,3.5,7.2,3,8.2,12.8,11.5,80.1,2534,2534
13295,Walker County,WALKER COUNTY,Georgia,64,1512,3510,5568,932,6500,5379,2429,4145,4665,4665,4145,20,35,288,505,7526,6,430,8810,35,20,288,505,7526,6,430,8810,GEORGIA,Walker County,1305370,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,710,703,12.41,12.53,1404.5,132.8,13.9,7.5,14.5,0,22,12,3.4,10,12.5,38.5,63.5,75.3,310.6,8810,8810
13297,Walton County,WALTON COUNTY,Georgia,329,1374,3624,5914,925,6839,8524,4091,6876,7192,7192,6876,40,245,1043,3178,9076,13,473,14068,245,40,1043,3178,9076,13,473,14068,GEORGIA,Walton County,1305390,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,850,850,16.55,16.55,1653.6,140,4,9,15,0,24,15,6,16,21,45,61,42.6,429,14068,14068
13299,Ware County,WARE COUNTY,Georgia,111,1009,2616,5527,0,5527,3764,1548,3007,3127,3127,3007,1,53,403,2219,3130,1,327,6134,53,1,403,2219,3130,1,327,6134,GEORGIA,Ware County,1305430,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,421,402,14.57,15.26,913.6,119.8,20,6,6.1,0,12.1,10.3,6,9.3,9,23.4,41.3,33,208.4,6134,6134
13301,Warren County,WARREN COUNTY,Georgia,miss,74,405,607,0,607,389,144,296,311,311,296,0,0,2,548,42,0,15,607,0,0,2,548,42,0,15,607,GEORGIA,Warren County,1305460,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,48.6,48.7,12.49,12.46,103.9,14.5,0,0,1,0,1,1,0,3.8,1,3,5,3.5,22.5,607,607
13303,Washington County,WASHINGTON COUNTY,Georgia,13,368,1638,2685,0,2685,1956,848,1516,1587,1587,1516,2,14,49,1994,933,1,110,3103,14,2,49,1994,933,1,110,3103,GEORGIA,Washington County,1305490,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,195.8,190.8,15.85,16.26,403.6,37,5,2,4,0,6,3,3,7.5,4,15.3,19,14,94,3103,3103
13305,Wayne County,WAYNE COUNTY,Georgia,95,730,2448,3916,182,4098,3268,1497,2605,2789,2789,2605,9,45,478,1162,3457,2,241,5394,45,9,478,1162,3457,2,241,5394,GEORGIA,Wayne County,1305550,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,361.3,361.3,14.93,14.93,769.2,114,10.5,4,5.4,0,9.4,8.3,6,11.6,5,18,25,19.9,180.2,5394,5394
13307,Webster County,WEBSTER COUNTY,Georgia,3,41,176,260,0,260,209,91,174,170,170,174,3,2,33,150,144,0,12,344,2,3,33,150,144,0,12,344,GEORGIA,Webster County,1305580,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,31,31.1,11.1,11.06,58.5,5,1.2,0.3,0.7,0,1,1,0,2,1,1.6,4,1,9.7,344,344
13077,Coweta County,WEST GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,West Georgia RESA,1300011,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,30,NA,NA,NA,103,34,8,0,0,0,0,0,0,13,5,0,3,7,3,NA,NA
13309,Wheeler County,WHEELER COUNTY,Georgia,29,131,624,NA,NA,438,600,285,489,511,511,489,0,0,55,362,583,0,0,1000,0,0,55,362,583,0,0,1000,GEORGIA,Wheeler County,1305640,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,77.1,75.2,12.97,13.3,174.1,22.5,1.6,1,1.8,0,2.8,2,1,4.8,2,7.1,5.5,3,44.7,1000,1000
13311,White County,WHITE COUNTY,Georgia,67,547,990,1665,299,1964,2381,1105,1823,1989,1989,1823,9,26,177,58,3400,0,142,3812,26,9,177,58,3400,0,142,3812,GEORGIA,White County,1305670,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,259.8,259.8,14.67,14.67,522.7,65.1,5,4,4.5,0,8.5,7,3.5,9.1,6,15.5,21.5,25.7,96,3812,3812
13313,Whitfield County,WHITFIELD COUNTY,Georgia,1905,1722,1461,7552,1682,9234,7910,3850,6250,6823,6823,6250,41,103,5640,187,6690,7,405,13073,103,41,5640,187,6690,7,405,13073,GEORGIA,Whitfield County,1305700,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,924.1,898.6,14.15,14.55,1708.7,188.5,35.7,15,15.5,0,30.5,21,14.4,17,16,61,72,68.9,259.6,13073,13073
13315,Wilcox County,WILCOX COUNTY,Georgia,10,133,444,1115,0,1115,722,320,540,645,645,540,2,6,55,399,691,0,32,1185,6,2,55,399,691,0,32,1185,GEORGIA,Wilcox County,1305730,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,83.4,82.4,14.21,14.38,178.3,21,4,1,2,0,3,1.5,0,6,4,5.4,6.5,6,37.5,1185,1185
13317,Wilkes County,WILKES COUNTY,Georgia,33,194,692,1469,0,1469,921,429,747,813,813,747,0,10,128,797,535,1,89,1560,10,0,128,797,535,1,89,1560,GEORGIA,Wilkes County,1305760,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,114.8,113.8,13.59,13.71,259.3,26.9,2.5,1,2.1,0,3.1,3,3,7.2,2,7,7.5,7,75.3,1560,1560
13319,Wilkinson County,WILKINSON COUNTY,Georgia,26,138,498,1304,0,1304,824,405,680,716,716,680,0,2,64,768,476,0,86,1396,2,0,64,768,476,0,86,1396,GEORGIA,Wilkinson County,1305790,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,97.8,97.8,14.27,14.27,225.6,28,3,1,2,0,3,1.5,1,6.1,2,11.7,8.5,6,57,1396,1396
13321,Worth County,WORTH COUNTY,Georgia,36,256,1657,3000,0,3003,1994,868,1637,1634,1634,1637,6,23,68,1109,1970,2,93,3271,23,6,68,1109,1970,2,93,3271,GEORGIA,Worth County,1305850,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,207.3,207.3,15.78,15.78,442.3,51.1,6.9,2,5,0,7,4,4,9,7.3,14.7,18,17.1,95.9,3271,3271
