,SCH_NAME,LEAID
24087,Gardner-Newman Middle School,1300001
24088,Hollis Hand Elementary School,1300001
24089,LaGrange High School,1300001
24090,Berta Weathersbee Elementary School,1300001
24091,Hillcrest Elementary School,1300001
24092,Rosemont Elementary School,1300001
24093,Long Cane Middle School,1300001
24094,Hogansville Elementary School,1300001
24095,Whitesville Road Elementary School,1300001
24096,Ethel W. Kight Elementary School,1300001
24097,West Point Elementary School,1300001
24098,Troup County High School,1300001
24099,Long Cane Elementary School,1300001
24100,Callaway Middle School,1300001
24101,Callaway High School,1300001
24102,Franklin Forest Elementary,1300001
24103,Bradfield Center - Ault Academy,1300001
24104,Callaway Elementary School,1300001
24105,Statesboro STEAM Academy,1300005
24106,Odyssey Charter School,1300023
24107,Department of Corrections,1300025
24108,Crisp RYDC,1300026
24109,Augusta Youth Development Campus,1300026
24110,Macon Youth Development Campus,1300026
24111,Eastman Youth Development Campus,1300026
24112,Albany Regional Youth Detention Center,1300026
24113,Augusta Regional Youth Detention Center,1300026
24114,Martha K. Glaze Regional Youth Detention Center,1300026
24115,Claxton Regional Youth Detention Center,1300026
24116,Elbert Shaw Regional Youth Detention Center,1300026
24117,DeKalb Regional Youth Detention Center,1300026
24118,Eastman Regional Youth Detention Center,1300026
24119,Gainesville Regional Youth Detention Center,1300026
24120,Macon Regional Youth Detention Center,1300026
24121,Marietta Regional Youth Detention Center,1300026
24122,Bob Richards Regional Youth Detention Center,1300026
24123,Sandersville Regional Youth Detention Center,1300026
24124,Savannah Regional Youth Detention Center,1300026
24125,T J Loftiss II Regional Youth Detention Center,1300026
24126,Waycross Regional Youth Detention Center,1300026
24127,Metro Regional Youth Detention Center,1300026
24128,Sumter Youth Development Campus,1300026
24129,Muscogee Youth Development Center,1300026
24130,Aaron Cohn Regional Youth Detention Center,1300026
24131,Atlanta Youth Detention Center,1300026
24132,Rockdale RYDC,1300026
24133,Millegeville ITU,1300026
24134,Terrell Regional Youth Detention Center,1300026
24135,Department of Human Resources,1300027
24136,Appling County Primary School,1300060
24137,Appling County Elementary School,1300060
24138,Fourth District Elementary School,1300060
24139,Appling County Middle School,1300060
24140,Appling County High School,1300060
24141,Altamaha Elementary School,1300060
24142,Pearson Elementary School,1300090
24143,Atkinson County High School,1300090
24144,Willacoochee Elementary School,1300090
24145,Atkinson County Middle School,1300090
24146,Long Middle School,1300120
24147,Boyd Elementary School,1300120
24148,King Middle School,1300120
24149,Inman Middle School,1300120
24150,Garden Hills Elementary School,1300120
24151,Towns Elementary School,1300120
24152,Rivers Elementary School,1300120
24153,Kimberly Elementary School,1300120
24154,Hutchinson Elementary School,1300120
24155,Humphries Elementary School,1300120
24156,F. L. Stanton Elementary School,1300120
24157,Toomer Elementary School,1300120
24158,Dunbar Elementary School,1300120
24159,Sylvan Hills Middle School,1300120
24160,Slater Elementary School,1300120
24161,Price Middle School,1300120
24162,Miles Intermediate School,1300120
24163,Grady High School,1300120
24164,Thomasville Heights Elementary School,1300120
24165,Benteen Elementary School,1300120
24166,Barack and Michelle Obama Academy,1300120
24167,M. A. Jones Elementary School,1300120
24168,Douglass High School,1300120
24169,Cleveland Elementary School,1300120
24170,Cascade Elementary School,1300120
24171,Whitefoord Elementary School,1300120
24172,Scott Elementary School,1300120
24173,Fickett Elementary School,1300120
24174,Peyton Forest Elementary School,1300120
24175,Sutton Middle School,1300120
24176,Fain Elementary School,1300120
24177,Continental Colony Elementary School,1300120
24178,Beecher Hills Elementary School,1300120
24179,Crim High School,1300120
24180,West Manor Elementary School,1300120
24181,Perkerson Elementary School,1300120
24182,Smith Elementary School,1300120
24183,Brandon Elementary School,1300120
24184,Morningside Elementary School,1300120
24185,Lin Elementary School,1300120
24186,Jackson Elementary School,1300120
24187,Gideons Elementary School,1300120
24188,The John Hope-Charles Walter Hill Elementary Schools,1300120
24189,Bunche Middle School,1300120
24190,Mays High School,1300120
24191,Young Middle School,1300120
24192,Maynard H. Jackson- Jr. High School,1300120
24193,North Atlanta High School,1300120
24194,Centennial Academy,1300120
24195,Brown Middle School,1300120
24196,Charles R. Drew Charter School,1300120
24197,Parkside Elementary School,1300120
24198,Heritage Academy Elementary,1300120
24199,Atlanta Neighborhood Charter - Elementary,1300120
24200,APS-Forrest Hills Academy,1300120
24201,Dobbs Elementary School,1300120
24202,Bolton Academy,1300120
24203,Harper-Archer Middle School,1300120
24204,Bazoline E. Usher/Collier Heights Elmentary School,1300120
24205,KIPP West Atlanta Young Scholars Academy,1300120
24206,Finch Elementary,1300120
24207,Deerwood Academy School,1300120
24208,Burgess-Peterson Elementary School,1300120
24209,Early College High School at Carver,1300120
24210,Atlanta Neighborhood Charter - Middle,1300120
24211,School of Technology at Carver,1300120
24212,B.E.S.T Academy,1300120
24213,Wesley International Academy Charter Facility,1300120
24214,Hillside Conant School,1300120
24215,Kipp Strive Academy,1300120
24216,Springdale Park Elementary School,1300120
24217,Corretta Scott King Womens' Leadership Academy,1300120
24218,KIPP VISION,1300120
24219,Kindezi,1300120
24220,KIPP Atlanta Collegiate,1300120
24221,Adamsville Primary School,1300120
24222,KIPP Strive Primary,1300120
24223,KIPP Vision Primary,1300120
24224,Westside Atlanta Charter School,1300120
24225,Atlanta Classical Academy,1300120
24226,Kipp WAYS Primary School,1300120
24227,Charles Drew Charter School JA/SA,1300120
24228,Booker T. Washington High School,1300120
24229,Therrell High School,1300120
24230,Carver High School,1300120
24231,Woodson Park Academy,1300120
24232,Michael R. Hollis Innovation Academy,1300120
24233,South Atlanta High School,1300120
24234,Tuskegee Airman Global Academy,1300120
24235,John Lewis Invictus Academy,1300120
24236,Kindezi Old 4th Ward,1300120
24237,Bacon County Elementary School,1300150
24238,Bacon County Primary School,1300150
24239,Bacon County Middle School,1300150
24240,Bacon County High School,1300150
24241,Baker County K12 School,1300180
24242,Baker County Learning Center,1300180
24243,Baldwin High School,1300210
24244,Midway Elementary School,1300210
24245,Blandy Hills Elementary School,1300210
24246,Creekside Elementary School,1300210
24247,Oak Hill MS,1300210
24248,Eagle Ridge Elementary School,1300210
24249,Midway Hills Primary,1300210
24250,Midway Hills Academy,1300210
24251,Lakeview Primary,1300210
24252,Lakeview Academy,1300210
24253,Mountain Education Charter High School,1300214
24254,Ivy Preparatory Academy At Gwinnett,1300215
24255,Fulton Leadership Academy,1300217
24256,Pataula Charter Academy,1300218
24257,Atlanta Heights Charter School,1300221
24258,Coweta Charter Academy,1300222
24259,Georgia School for the Deaf,1300223
24260,Georgia Academy for the Blind,1300224
24261,Atlanta Area School for the Deaf,1300225
24262,Ivy Preparatory Academy- Inc,1300226
24263,Georgia Connections Academy,1300227
24264,Cherokee Charter Academy,1300230
24265,Graduation Achievement Center Charter High School,1300231
24266,Georgia Cyber Academy,1300232
24267,Utopian Academy for the Arts Charter School,1300233
24268,International Charter School of Atlanta,1300234
24269,Foothills Charter High School (Central Office - Madison),1300235
24270,Scintilla Charter Academy,1300236
24271,Dubois Integrity Academy,1300237
24272,Georgia School for Innovation and the Classics,1300238
24273,Cirrus Charter Academy,1300239
24274,Banks County High School,1300240
24275,Banks County Primary School,1300240
24276,Banks County Middle School,1300240
24277,Banks County Elementary School,1300240
24278,Liberty Tech Charter Academy,1300241
24279,Brookhaven Innovation Academy,1300242
24280,Southwest Georgia S.T.E.M. Charter Academy,1300243
24281,Genesis Innovation Academy for Girls,1300244
24282,SAIL Charter Academy - School for Arts-Infused Learning,1300245
24283,Coastal Plains Charter High School - Candler Campus,1300246
24284,Resurgence Hall Charter School,1300247
24285,Genesis Innovation Academy for Boys,1300248
24286,International Academy of Smyrna,1300249
24287,Bramlett Elementary School,1300290
24288,Statham Elementary School,1300290
24289,Holsenbeck Elementary School,1300290
24290,Winder-Barrow High School,1300290
24291,County Line Elementary School,1300290
24292,Bear Creek Middle School,1300290
24293,Bethlehem Elementary School,1300290
24294,Auburn Elementary School,1300290
24295,Westside Middle School,1300290
24296,Kennedy Elementary School,1300290
24297,Russell Middle School,1300290
24298,Yargo Elementary School,1300290
24299,Apalachee High School,1300290
24300,Haymon-Morris Middle School,1300290
24301,Alternative School,1300290
24302,Winder Elementary School,1300290
24303,Emerson Elementary School,1300330
24304,Cloverleaf Elementary,1300330
24305,Cass High School,1300330
24306,Hamilton Crossing Elementary School,1300330
24307,Adairsville Elementary School,1300330
24308,White Elementary School,1300330
24309,Taylorsville Elementary School,1300330
24310,Kingston Elementary School,1300330
24311,Allatoona Elementary School,1300330
24312,Cass Middle School,1300330
24313,Woodland High School,1300330
24314,Mission Road Elementary School,1300330
24315,South Central Middle School,1300330
24316,Woodland Middle School at Euharlee,1300330
24317,Adairsville Middle School,1300330
24318,Adairsville High School,1300330
24319,Euharlee Elementary School,1300330
24320,Clear Creek Elementary School,1300330
24321,Pine Log Elementary,1300330
24322,Ben Hill Elementary School,1300360
24323,Fitzgerald High School,1300360
24324,Ben Hill County Primary School,1300360
24325,Ben Hill County Middle School,1300360
24326,Berrien High School,1300390
24327,Berrien Primary School,1300390
24328,Berrien Middle School,1300390
24329,Berrien Elementary School,1300390
24330,Berrien Academy Performance Learning Center,1300390
24331,Alexander II Magnet School,1300420
24332,Bernd Elementary School,1300420
24333,Williams Elementary School,1300420
24334,Appling Middle School,1300420
24335,Lane Elementary School,1300420
24336,Springdale Elementary School,1300420
24337,Ingram/Pye Elementary School,1300420
24338,Heard Elementary School,1300420
24339,Hartley Elementary School,1300420
24340,Riley Elementary School,1300420
24341,Porter Elementary School,1300420
24342,Carter Elementary School,1300420
24343,Weaver Middle School,1300420
24344,Union Elementary School,1300420
24345,Westside High School,1300420
24346,Central High School,1300420
24347,Northeast High School,1300420
24348,Southwest High School,1300420
24349,Brookdale Elementary School,1300420
24350,Miller Magnet Middle School,1300420
24351,Heritage Elementary School,1300420
24352,Skyview Elementary School,1300420
24353,Vineville Academy,1300420
24354,Burdell Elementary School,1300420
24355,Rutland High School,1300420
24356,Rutland Middle School,1300420
24357,Howard Middle School,1300420
24358,Rosa Taylor Elementary School,1300420
24359,Price Academy,1300420
24360,Ballard Hudson Middle School,1300420
24361,LakeBridge Behavioral Health System,1300420
24362,Howard High School,1300420
24363,Bruce Elementary School,1300420
24364,Elam Alexander Academy at Burke,1300420
24365,Academy For Classical Education,1300420
24366,Martin Luther King Jr Elementary School,1300420
24367,Southfield Elementary School,1300420
24368,Veterans Elementary School,1300420
24369,Bleckley County High School,1300440
24370,Bleckley Middle School,1300440
24371,Bleckley County Primary School,1300440
24372,Bleckley County Elementary School,1300440
24373,Bleckley County Success Academy,1300440
24374,Brantley County Middle School,1300480
24375,Nahunta Elementary School,1300480
24376,Hoboken Elementary School,1300480
24377,Brantley County High School,1300480
24378,Nahunta Primary School,1300480
24379,Waynesville Primary School,1300480
24380,Atkinson Elementary School,1300480
24381,Jones Elementary School,1300510
24382,Bremen High School,1300510
24383,Bremen Middle School,1300510
24384,Bremen 4th & 5th Grade Academy,1300510
24385,Quitman Elementary School,1300540
24386,North Brooks Elementary School,1300540
24387,Brooks County High School,1300540
24388,Brooks County Middle School,1300540
24389,Delta Innovative School,1300540
24390,Brooks County Early Learning Center,1300540
24391,Richmond Hill Primary School,1300570
24392,Lanier Primary School,1300570
24393,Richmond Hill High School,1300570
24394,Bryan County Elementary School,1300570
24395,Richmond Hill Middle School,1300570
24396,Dr. George Washington Carver Elementary School,1300570
24397,Richmond Hill Elementary School,1300570
24398,Bryan County Middle School,1300570
24399,Bryan County High School,1300570
24400,McAllister Elementary School,1300570
24401,Buford High School,1300600
24402,Buford Elementary School,1300600
24403,Buford Middle School,1300600
24404,Buford Academy,1300600
24405,Brooklet Elementary School,1300630
24406,Portal Middle/High School,1300630
24407,Stilson Elementary School,1300630
24408,Statesboro High School,1300630
24409,Julia P. Bryant Elementary School,1300630
24410,Sallie Zetterower Elementary School,1300630
24411,Mattie Lively Elementary School,1300630
24412,William James Middle School,1300630
24413,Langston Chapel Elementary School,1300630
24414,Langston Chapel Middle School,1300630
24415,Mill Creek Elementary School,1300630
24416,Southeast Bulloch Middle School,1300630
24417,Portal Elementary School,1300630
24418,Nevils Elementary School,1300630
24419,Southeast Bulloch High School,1300630
24420,Waynesboro Primary School,1300660
24421,Burke County Middle School,1300660
24422,Burke County High School,1300660
24423,S G A Elementary School,1300660
24424,Blakeney Elementary,1300660
24425,Jackson High School,1300690
24426,Henderson Middle School,1300690
24427,Hampton L. Daughtry Elementary School,1300690
24428,Stark Elementary School,1300690
24429,Jackson Elementary School,1300690
24430,Calhoun High School,1300720
24431,Calhoun Primary School,1300720
24432,Calhoun Middle School,1300720
24433,Calhoun Elementary School,1300720
24434,Calhoun County Elementary School,1300750
24435,Calhoun County High School,1300750
24436,Calhoun County Middle School,1300750
24437,Woodbine Elementary School,1300780
24438,Kingsland Elementary School,1300780
24439,Saint Marys Elementary School,1300780
24440,Camden County High School,1300780
24441,David L Rainer Elementary School,1300780
24442,Mary Lee Clark Elementary School,1300780
24443,Camden Middle School,1300780
24444,Sugarmill Elementary,1300780
24445,Crooked River Elementary School,1300780
24446,Matilda Harris Elementary School,1300780
24447,Mamie Lou Gross Elementary School,1300780
24448,Saint Marys Middle School,1300780
24449,Metter Elementary School,1300810
24450,Metter High School,1300810
24451,Metter Middle School,1300810
24452,Metter Intermediate School,1300810
24453,Mount Zion Elementary School,1300840
24454,Temple Elementary School,1300840
24455,Central Middle School,1300840
24456,Villa Rica High School,1300840
24457,Sand Hill Elementary School,1300840
24458,Central Elementary School,1300840
24459,Roopville Elementary School,1300840
24460,Bowdon High School,1300840
24461,Central High School,1300840
24462,Bowdon Elementary School,1300840
24463,Whitesburg Elementary School,1300840
24464,Temple High School,1300840
24465,Bay Springs Middle School,1300840
24466,Villa Rica Elementary School,1300840
24467,Sharp Creek Elementary School,1300840
24468,Bowdon Middle School,1300840
24469,Temple Middle School,1300840
24470,Villa Rica Middle,1300840
24471,Ithica Elementary,1300840
24472,Glanton-Hindsman Elementary,1300840
24473,KidsPeace,1300840
24474,Mt. Zion Middle School,1300840
24475,Mt. Zion High School,1300840
24476,Providence Elementary School,1300840
24477,GOAL Program,1300840
24478,Carrollton Elementary School,1300870
24479,Carrollton High School,1300870
24480,Carrollton Jr. High School,1300870
24481,Carrollton Middle-Upper Elementary School,1300870
24482,Cartersville High School,1300900
24483,Cartersville Middle School,1300900
24484,Cartersville Primary School,1300900
24485,Cartersville Elementary School,1300900
24486,Battlefield Elementary School,1300930
24487,Cloud Springs Elementary School,1300930
24488,Lakeview Middle School,1300930
24489,West Side Elementary School,1300930
24490,Lakeview-Fort Oglethorpe High School,1300930
24491,Ringgold Middle School,1300930
24492,Graysville Elementary School,1300930
24493,Ringgold High School,1300930
24494,Ringgold Elementary School,1300930
24495,Boynton Elementary School,1300930
24496,Tiger Creek Elementary School,1300930
24497,Ringgold Primary School,1300930
24498,Battlefield Primary,1300930
24499,Woodstation Elementary School,1300930
24500,Heritage Middle School,1300930
24501,Heritage High School,1300930
24502,Charlton County High School,1300990
24503,St. George Elementary School,1300990
24504,Folkston Elementary School,1300990
24505,Bethune Middle School,1300990
24506,Georgetown School,1301020
24507,DeRenne Middle School,1301020
24508,Howard Elementary School,1301020
24509,Heard Elementary School,1301020
24510,Gadsden Elementary School,1301020
24511,Otis J Brock III Elementary School,1301020
24512,Thunderbolt Elementary School,1301020
24513,Spencer Elementary School,1301020
24514,Largo-Tibet Elementary School,1301020
24515,Hubert Middle School,1301020
24516,Gould Elementary School,1301020
24517,Beach High School,1301020
24518,White Bluff Elementary School,1301020
24519,Myers Middle School,1301020
24520,Johnson High School,1301020
24521,Jacob G. Smith Elementary School,1301020
24522,Pulaski Elementary SChool,1301020
24523,Mercer Middle School,1301020
24524,Jenkins High School,1301020
24525,Hodge Elementary School,1301020
24526,Butler Elementary School,1301020
24527,The STEM Academy at Bartlett,1301020
24528,Windsor Forest Elementary School,1301020
24529,Port Wentworth Elementary School,1301020
24530,Hesse School,1301020
24531,Haven Elementary School,1301020
24532,Ellis Elementary School,1301020
24533,Bloomingdale Elementary School,1301020
24534,Pooler Elementary School,1301020
24535,Low Elementary School,1301020
24536,Isle of Hope School,1301020
24537,Groves High School,1301020
24538,Windsor Forest High School,1301020
24539,Garden City Elementary School,1301020
24540,Coastal Middle School,1301020
24541,Marshpoint Elementary School,1301020
24542,East Broad Street School,1301020
24543,Esther F. Garrison School for the Arts,1301020
24544,West Chatham Middle School,1301020
24545,Southwest Middle School,1301020
24546,Savannah Arts Academy,1301020
24547,West Chatham Elementary School,1301020
24548,Southwest Elementary School,1301020
24549,Oglethorpe Charter School,1301020
24550,UHS of Savannah Coastal Harbor Treatment Center,1301020
24551,Coastal Empire Montessori Charter School,1301020
24552,The School of Liberal Studies at Savannah High,1301020
24553,Godley Station School,1301020
24554,Shuman Elementary School,1301020
24555,Islands High School,1301020
24556,Woodville-Tompkins Technical and Career High School,1301020
24557,New Hampstead High School,1301020
24558,Tybee Island Maritime Academy School,1301020
24559,Savannah Classical Academy Charter School,1301020
24560,Rice Creek School,1301020
24561,Savannah Early College High School,1301020
24562,Savannah Classical Academy Charter High School,1301020
24563,School of Humanities at Juliette Gordon Low,1301020
24564,Susie King Taylor Community School,1301020
24565,Chattahoochee County Education Center,1301050
24566,Chattahoochee County Middle School,1301050
24567,Chattahoochee County High School,1301050
24568,Lyerly Elementary School,1301080
24569,Chattooga High School,1301080
24570,Menlo Elementary School,1301080
24571,Summerville Middle School,1301080
24572,Leroy Massey Elementary School,1301080
24573,Chattooga Academy,1301080
24574,Sixes Elementary School,1301110
24575,Etowah High School,1301110
24576,Clayton Elementary School,1301110
24577,Ball Ground Elementary School,1301110
24578,Macedonia Elementary School,1301110
24579,Cherokee High School,1301110
24580,Woodstock Elementary School,1301110
24581,Hickory Flat Elementary School,1301110
24582,Oak Grove Elementary School,1301110
24583,Free Home Elementary School,1301110
24584,Bascomb Elementary School,1301110
24585,Woodstock High School,1301110
24586,Woodstock Middle School,1301110
24587,Arnold Mill Elementary School,1301110
24588,E. T. Booth Middle School,1301110
24589,Johnston Elementary School,1301110
24590,Dean Rusk Middle School,1301110
24591,Teasley Middle School,1301110
24592,Boston Elementary School,1301110
24593,R. M. Moore Elementary School,1301110
24594,Mountain Road Elementary School,1301110
24595,Sequoyah High School,1301110
24596,Carmel Elementary School,1301110
24597,Holly Springs Elementary School,1301110
24598,Liberty Elementary School,1301110
24599,Creekview High School,1301110
24600,Avery Elementary School,1301110
24601,Freedom Middle School,1301110
24602,Creekland Middle School,1301110
24603,William G. Hasty- Sr. Elementary School,1301110
24604,J. Knox Elementary,1301110
24605,Little River Elem.,1301110
24606,Canton Elementary,1301110
24607,Mill Creek Middle School,1301110
24608,River Ridge High School,1301110
24609,Indian Knoll Elementary,1301110
24610,Clark Creek Elementary School,1301110
24611,Chickamauga Elementary School,1301140
24612,Gordon Lee Middle School,1301140
24613,Gordon Lee High School,1301140
24614,Clarke Middle School,1301170
24615,Timothy Elementary School,1301170
24616,Winterville Elementary School,1301170
24617,Barnett Shoals Elementary School,1301170
24618,Whitehead Road Elementary School,1301170
24619,Clarke Central High School,1301170
24620,Hilsman Middle School,1301170
24621,Chase Street Elementary School,1301170
24622,Alps Road Elementary School,1301170
24623,Cedar Shoals High School,1301170
24624,Oglethorpe Avenue Elementary School,1301170
24625,Gaines Elementary School,1301170
24626,Burney-Harris-Lyons Middle School,1301170
24627,Fowler Drive Elementary School,1301170
24628,Barrow Elementary School,1301170
24629,Coile Middle School,1301170
24630,Cleveland Road Elementary School,1301170
24631,Howard B. Stroud Elementary School,1301170
24632,Whit Davis Road Elementary School,1301170
24633,Classic City High School,1301170
24634,Judia Jackson Harris Elementary,1301170
24635,H.T. Edwards Learning Center Facility,1301170
24636,Clay County Middle School,1301200
24637,Clay County Elementary,1301200
24638,Clay County Academies,1301200
24639,Mount Zion Elementary School,1301230
24640,Brown Elementary School,1301230
24641,Mundys Mill Middle School,1301230
24642,Kilpatrick Elementary School,1301230
24643,Jonesboro Middle School,1301230
24644,Forest Park Middle School,1301230
24645,North Clayton High School,1301230
24646,Arnold Elementary School,1301230
24647,Tara Elementary School,1301230
24648,Northcutt Elementary School,1301230
24649,Lee Street Elementary School,1301230
24650,Jonesboro High School,1301230
24651,Forest Park High School,1301230
24652,East Clayton Elementary School,1301230
24653,Anderson Elementary School,1301230
24654,Riverdale High School,1301230
24655,Pointe South Middle School,1301230
24656,Oliver Elementary School,1301230
24657,Adamson Middle School,1301230
24658,Swint Elementary School,1301230
24659,William M. McGarrah Elementary School,1301230
24660,Huie Elementary School,1301230
24661,Edmonds Elementary School,1301230
24662,Suder Elementary School,1301230
